lapitinib,PLX4720,PI103,cell_line,BRAF_V600E,NRAS_Q61K,viability
4.605170185988092,0,2.302585092994046,PIG3V,0,1,0.96897145535071
4.605170185988092,0,-2.3025850929940455,PIG3V,1,0,0.9999467212846871
0,3.2188758248682006,3.2188758248682006,SkMel,1,0,0.8876147122977177
2.302585092994046,2.302585092994046,4.605170185988092,SkMel,1,1,0.9795115687335973
0,-2.3025850929940455,4.605170185988092,SkMel,1,1,5.197854915201967e-4
0,-2.3025850929940455,-2.3025850929940455,PIG3V,0,1,0.9999999344583471
4.605170185988092,2.302585092994046,0,PIG3V,1,0,0.9389549781708619
0,2.302585092994046,4.605170185988092,SkMel,1,1,0.9846801145964738
0,0,0,SkMel,0,1,0.9926802844820066
0,0,-2.3025850929940455,SkMel,1,0,0.9999959182013047
-2.3025850929940455,3.2188758248682006,3.2188758248682006,PIG3V,1,1,0.9971973029170613
0,-2.3025850929940455,0,PIG3V,1,1,0.9996968554601229
2.302585092994046,-2.3025850929940455,-2.3025850929940455,PIG3V,1,1,0.999999710295195
-2.3025850929940455,0,0,SkMel,1,1,0.27129068598622486
4.605170185988092,-2.3025850929940455,0,SkMel,1,1,0.999999684196176
4.605170185988092,4.605170185988092,-2.3025850929940455,PIG3V,1,0,0.07784588515083779
-2.3025850929940455,0,2.302585092994046,PIG3V,1,0,0.8757717593304204
4.605170185988092,4.605170185988092,-2.3025850929940455,SkMel,0,0,0.9895513902017651
4.605170185988092,4.605170185988092,3.2188758248682006,SkMel,0,1,0.999999829987787
0,-2.3025850929940455,0,SkMel,1,1,0.999290711035819
2.302585092994046,-2.3025850929940455,-2.3025850929940455,SkMel,1,0,0.9999999947702141
3.2188758248682006,3.2188758248682006,0,PIG3V,0,0,0.8911472656999929
4.605170185988092,4.605170185988092,3.2188758248682006,SkMel,1,1,0.999999455324253
4.605170185988092,0,3.2188758248682006,SkMel,0,0,0.9997452130665903
-2.3025850929940455,0,2.302585092994046,SkMel,0,1,0.8872606911209403
-2.3025850929940455,-2.3025850929940455,2.302585092994046,SkMel,1,0,0.3142799855223265
0,-2.3025850929940455,-2.3025850929940455,SkMel,0,1,0.99999926149859375
0,3.2188758248682006,3.2188758248682006,PIG3V,1,1,0.9909038494434164
3.2188758248682006,3.2188758248682006,2.302585092994046,PIG3V,1,0,0.8290080612435949
-2.3025850929940455,0,4.605170185988092,PIG3V,0,0,0.5595083153950504
3.2188758248682006,3.2188758248682006,0,SkMel,0,1,0.9995693193423351
-2.3025850929940455,0,-2.3025850929940455,SkMel,0,1,0.9917424371967173
0,0,2.302585092994046,PIG3V,1,1,0.7424912785041036
4.605170185988092,0,0,SkMel,1,1,0.9999992283494626
0,0,0,SkMel,0,0,0.9972461643819054
4.605170185988092,-2.3025850929940455,0,PIG3V,1,0,0.9994109652831242
0,4.605170185988092,0,SkMel,1,0,0.9644315488704852
2.302585092994046,0,-2.3025850929940455,PIG3V,0,1,0.9998636407110445
0,0,0,PIG3V,1,0,0.9991499896910137
0,0,0,PIG3V,1,0,0.9995394666496901
-2.3025850929940455,0,4.605170185988092,SkMel,0,1,0.06073443844198804
4.605170185988092,0,0,PIG3V,1,1,0.9945516044061838
4.605170185988092,0,4.605170185988092,PIG3V,1,0,0.0545599548430089
4.605170185988092,0,-2.3025850929940455,PIG3V,1,1,0.9999684253552549
4.605170185988092,4.605170185988092,2.302585092994046,SkMel,0,0,0.9999973861431546
4.605170185988092,0,2.302585092994046,SkMel,1,0,0.998274291130884
4.605170185988092,4.605170185988092,-2.3025850929940455,PIG3V,1,1,0.03858887734238925
3.2188758248682006,0,4.605170185988092,PIG3V,1,1,0.21023843509321324
2.302585092994046,2.302585092994046,2.302585092994046,PIG3V,1,1,0.9847078763489558
2.302585092994046,0,2.302585092994046,PIG3V,1,0,0.8743741666908633
-2.3025850929940455,3.2188758248682006,4.605170185988092,PIG3V,0,0,0.9999322663355936
2.302585092994046,3.2188758248682006,4.605170185988092,SkMel,0,1,0.9999747646817859
0,3.2188758248682006,4.605170185988092,PIG3V,0,1,0.9997406415283989
0,-2.3025850929940455,-2.3025850929940455,PIG3V,0,0,0.9999998058706313
-2.3025850929940455,3.2188758248682006,0,PIG3V,0,0,0.9653135615975132
-2.3025850929940455,0,0,SkMel,0,1,0.6032815884672033
0,3.2188758248682006,0,PIG3V,1,1,0.6168070501861876
3.2188758248682006,0,2.302585092994046,PIG3V,0,1,0.9457863988174257
3.2188758248682006,0,0,SkMel,1,1,0.9999519020100779
0,0,0,PIG3V,0,0,0.9998881620750775
-2.3025850929940455,2.302585092994046,0,PIG3V,1,0,0.9901667207961908
0,0,2.302585092994046,SkMel,0,1,0.8530843549086464
4.605170185988092,3.2188758248682006,3.2188758248682006,SkMel,0,1,0.9999990999814523
0,0,-2.3025850929940455,PIG3V,1,0,0.9997954956739192
0,-2.3025850929940455,-2.3025850929940455,PIG3V,1,0,0.9999994082743169
3.2188758248682006,3.2188758248682006,4.605170185988092,SkMel,1,0,0.9999798743999869
0,0,3.2188758248682006,SkMel,1,0,0.24382856034597628
2.302585092994046,4.605170185988092,3.2188758248682006,SkMel,1,1,0.9999949055239515
3.2188758248682006,0,2.302585092994046,PIG3V,0,0,0.8863384700567153
0,-2.3025850929940455,0,PIG3V,0,1,0.9997945608067287
3.2188758248682006,4.605170185988092,0,PIG3V,1,0,0.42550446798449265
0,0,-2.3025850929940455,PIG3V,1,0,0.9999693732977635
-2.3025850929940455,0,4.605170185988092,PIG3V,0,1,0.8495314584082962
3.2188758248682006,3.2188758248682006,0,PIG3V,1,1,0.6580778161668143
3.2188758248682006,0,-2.3025850929940455,PIG3V,1,1,0.9999198507079539
0,4.605170185988092,-2.3025850929940455,PIG3V,0,1,0.033315741984481485
2.302585092994046,4.605170185988092,4.605170185988092,PIG3V,0,1,0.9999956488994384
0,0,0,SkMel,0,0,0.999217205731205
3.2188758248682006,2.302585092994046,0,SkMel,0,0,0.9997390438464617
4.605170185988092,0,0,PIG3V,1,0,0.994184244949305
-2.3025850929940455,0,2.302585092994046,PIG3V,1,1,0.90481497791257115
2.302585092994046,0,3.2188758248682006,PIG3V,0,1,0.5541581701109408
2.302585092994046,2.302585092994046,0,SkMel,0,0,0.996703487161616
-2.3025850929940455,4.605170185988092,4.605170185988092,PIG3V,1,1,0.9999361554132798
0,-2.3025850929940455,0,SkMel,0,0,0.999871952675601
2.302585092994046,0,0,SkMel,1,1,0.9998633883747883
0,0,0,PIG3V,0,0,0.9962834863241193
3.2188758248682006,-2.3025850929940455,-2.3025850929940455,PIG3V,1,0,0.9999998070041384
4.605170185988092,2.302585092994046,-2.3025850929940455,PIG3V,0,1,0.9839323365888285
2.302585092994046,4.605170185988092,0,PIG3V,1,0,0.9278747530398275
0,0,4.605170185988092,PIG3V,1,1,0.3132073168096313
0,4.605170185988092,2.302585092994046,PIG3V,1,0,0.997559812066522
-2.3025850929940455,3.2188758248682006,4.605170185988092,SkMel,0,1,0.9985759004827475
4.605170185988092,0,2.302585092994046,PIG3V,0,1,0.9486779436169548
-2.3025850929940455,4.605170185988092,0,PIG3V,0,0,0.9491577042452594
-2.3025850929940455,0,-2.3025850929940455,SkMel,0,0,0.9880604885825278
4.605170185988092,0,0,PIG3V,0,0,0.9944342722691776
4.605170185988092,3.2188758248682006,-2.3025850929940455,SkMel,0,0,0.9983915806490054
-2.3025850929940455,3.2188758248682006,2.302585092994046,SkMel,0,1,0.9900137005719667
0,-2.3025850929940455,2.302585092994046,PIG3V,1,0,0.8486789790357596
0,4.605170185988092,0,PIG3V,1,1,0.9844760458878133
0,4.605170185988092,3.2188758248682006,PIG3V,0,1,0.9993032995224856
-2.3025850929940455,4.605170185988092,3.2188758248682006,PIG3V,1,0,0.9999016978683452
4.605170185988092,2.302585092994046,0,SkMel,1,0,0.9999615481526518
2.302585092994046,4.605170185988092,2.302585092994046,PIG3V,0,0,0.9898710849922644
2.302585092994046,4.605170185988092,0,PIG3V,0,1,0.6791396846128215
2.302585092994046,3.2188758248682006,-2.3025850929940455,SkMel,0,1,0.9737147307903794
3.2188758248682006,4.605170185988092,0,SkMel,0,0,0.9995840806265012
0,0,0,PIG3V,1,1,0.9995762590545993
0,0,-2.3025850929940455,SkMel,1,0,0.9999805607759897
2.302585092994046,0,0,SkMel,1,0,0.9999756851117871
0,4.605170185988092,0,PIG3V,1,0,0.3549401779519115
2.302585092994046,2.302585092994046,4.605170185988092,SkMel,1,0,0.9996306417706389
-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,SkMel,0,1,0.9999715031877101
4.605170185988092,0,0,SkMel,1,1,0.9999720296180377
-2.3025850929940455,-2.3025850929940455,3.2188758248682006,PIG3V,0,0,0.47272744786098353
4.605170185988092,2.302585092994046,0,SkMel,1,0,0.9999353797550166
-2.3025850929940455,2.302585092994046,3.2188758248682006,SkMel,0,1,0.7109788879650826
2.302585092994046,2.302585092994046,4.605170185988092,SkMel,0,0,0.999974213747271
-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,PIG3V,1,1,0.9999997430611863
3.2188758248682006,2.302585092994046,4.605170185988092,PIG3V,1,0,0.9801492662388076
2.302585092994046,0,0,PIG3V,1,1,0.9952224955488985
3.2188758248682006,-2.3025850929940455,0,SkMel,1,1,0.9999963724284923
3.2188758248682006,2.302585092994046,0,SkMel,0,1,0.9993657960239714
0,4.605170185988092,0,SkMel,0,1,0.8976749791991903
0,-2.3025850929940455,0,PIG3V,0,0,0.9998716138485588
-2.3025850929940455,0,0,PIG3V,0,0,0.9998107709989096
3.2188758248682006,2.302585092994046,3.2188758248682006,PIG3V,1,1,0.989541938246463
-2.3025850929940455,3.2188758248682006,2.302585092994046,SkMel,1,0,0.9880142580097289
3.2188758248682006,4.605170185988092,0,SkMel,1,0,0.9982491023955805
4.605170185988092,0,3.2188758248682006,PIG3V,0,1,0.9025469738309487
2.302585092994046,0,3.2188758248682006,SkMel,0,0,0.9971259355640258
4.605170185988092,-2.3025850929940455,-2.3025850929940455,SkMel,1,0,0.9999999985435508
0,4.605170185988092,3.2188758248682006,SkMel,1,0,0.9993225175400842
0,0,0,PIG3V,0,0,0.9970799231051323
2.302585092994046,0,0,SkMel,1,0,0.999898494961514
3.2188758248682006,-2.3025850929940455,0,PIG3V,0,1,0.9999151827836011
-2.3025850929940455,3.2188758248682006,-2.3025850929940455,SkMel,0,1,0.05191988382279702
3.2188758248682006,-2.3025850929940455,4.605170185988092,PIG3V,1,1,0.005493694163597262
-2.3025850929940455,0,2.302585092994046,PIG3V,1,1,0.9833721617288365
0,3.2188758248682006,3.2188758248682006,PIG3V,0,1,0.9943368572943592
-2.3025850929940455,2.302585092994046,0,PIG3V,1,1,0.9810908889231609
0,0,3.2188758248682006,PIG3V,0,0,0.9606962402638385
-2.3025850929940455,0,0,SkMel,1,0,0.8462073121541376
-2.3025850929940455,4.605170185988092,2.302585092994046,SkMel,1,1,0.7572597888594967
0,4.605170185988092,0,PIG3V,1,0,0.7666447647004365
0,0,0,SkMel,1,0,0.9978849569077304
0,3.2188758248682006,-2.3025850929940455,SkMel,1,1,0.9139576689915392
3.2188758248682006,3.2188758248682006,0,SkMel,0,0,0.9992846527848593
2.302585092994046,-2.3025850929940455,0,SkMel,1,0,0.9999978082459057
3.2188758248682006,2.302585092994046,3.2188758248682006,SkMel,0,0,0.999888644818111
3.2188758248682006,3.2188758248682006,0,SkMel,0,1,0.999700633849847
0,4.605170185988092,2.302585092994046,PIG3V,0,0,0.9990972812918018
2.302585092994046,4.605170185988092,3.2188758248682006,SkMel,0,0,0.9999884686202243
0,4.605170185988092,3.2188758248682006,SkMel,0,0,0.9997473915125473
2.302585092994046,3.2188758248682006,-2.3025850929940455,PIG3V,1,0,0.5163148990948507
0,0,4.605170185988092,PIG3V,1,1,0.4938266751120766
4.605170185988092,3.2188758248682006,3.2188758248682006,PIG3V,0,1,0.9898639655910291
0,-2.3025850929940455,3.2188758248682006,SkMel,1,0,0.30596214932199955
3.2188758248682006,2.302585092994046,0,SkMel,1,0,0.9999726045978
0,2.302585092994046,-2.3025850929940455,PIG3V,1,1,0.9868245271995769
3.2188758248682006,4.605170185988092,0,SkMel,0,1,0.9985864242548618
0,3.2188758248682006,0,PIG3V,0,1,0.9178193771703451
-2.3025850929940455,-2.3025850929940455,0,SkMel,1,0,0.966710600499338
0,4.605170185988092,0,PIG3V,0,0,0.9810744291277842
2.302585092994046,2.302585092994046,0,PIG3V,1,1,0.8107412856833758
3.2188758248682006,3.2188758248682006,3.2188758248682006,PIG3V,1,1,0.9773282448631103
4.605170185988092,-2.3025850929940455,3.2188758248682006,SkMel,0,1,0.9977742746124587
4.605170185988092,3.2188758248682006,2.302585092994046,PIG3V,1,1,0.9915188298708397
0,3.2188758248682006,2.302585092994046,SkMel,0,0,0.9965868897416018
0,2.302585092994046,0,SkMel,1,1,0.9469982062718244
0,4.605170185988092,3.2188758248682006,PIG3V,0,0,0.9999163782460465
2.302585092994046,0,2.302585092994046,PIG3V,0,1,0.9297699759704547
3.2188758248682006,0,4.605170185988092,SkMel,0,1,0.9236638026173704
0,2.302585092994046,-2.3025850929940455,PIG3V,1,0,0.9975317812340724
0,0,-2.3025850929940455,PIG3V,0,1,0.9997462581974614
0,0,0,SkMel,1,0,0.9997596747271774
0,-2.3025850929940455,0,SkMel,1,1,0.99986399045142
-2.3025850929940455,-2.3025850929940455,3.2188758248682006,SkMel,0,0,0.012331633164339582
-2.3025850929940455,4.605170185988092,0,PIG3V,0,1,0.9295732803578999
4.605170185988092,4.605170185988092,4.605170185988092,PIG3V,1,0,0.9999833951245402
0,3.2188758248682006,0,PIG3V,0,0,0.9950294127177567
0,-2.3025850929940455,-2.3025850929940455,SkMel,0,1,0.9999973584496018
0,0,0,SkMel,1,0,0.997301900859331
0,4.605170185988092,4.605170185988092,SkMel,1,0,0.997564155769592
2.302585092994046,0,0,PIG3V,1,1,0.9812138809291718
4.605170185988092,-2.3025850929940455,0,PIG3V,0,0,0.9999530374641491
0,2.302585092994046,0,PIG3V,0,0,0.9790024236825887
3.2188758248682006,-2.3025850929940455,3.2188758248682006,SkMel,0,1,0.9708189712751405
2.302585092994046,0,4.605170185988092,SkMel,1,1,0.6454782345751714
2.302585092994046,4.605170185988092,3.2188758248682006,PIG3V,1,1,0.999710961663324
3.2188758248682006,0,0,PIG3V,1,0,0.9973774825373756
0,0,2.302585092994046,PIG3V,1,0,0.6238799590658645
0,0,4.605170185988092,SkMel,1,0,0.5145803557476656
0,4.605170185988092,-2.3025850929940455,PIG3V,0,0,0.05254451385520177
2.302585092994046,0,4.605170185988092,SkMel,0,0,0.90831575868615555
-2.3025850929940455,4.605170185988092,2.302585092994046,PIG3V,1,0,0.9840345580057158
2.302585092994046,0,0,PIG3V,0,0,0.9980457214078737
0,-2.3025850929940455,0,SkMel,0,0,0.999761099967008
-2.3025850929940455,4.605170185988092,2.302585092994046,SkMel,0,1,0.9951641802098135
2.302585092994046,4.605170185988092,-2.3025850929940455,PIG3V,0,1,0.07400185557496636
3.2188758248682006,0,4.605170185988092,SkMel,0,0,0.9973596038273177
2.302585092994046,2.302585092994046,0,PIG3V,0,1,0.9354722092951658
4.605170185988092,0,0,PIG3V,0,1,0.9904577224809286
0,2.302585092994046,4.605170185988092,PIG3V,1,1,0.9905603602690414
3.2188758248682006,0,-2.3025850929940455,PIG3V,1,1,0.9998274251942009
4.605170185988092,2.302585092994046,3.2188758248682006,PIG3V,0,0,0.9965603900812424
0,3.2188758248682006,3.2188758248682006,SkMel,0,0,0.9997841090980765
2.302585092994046,0,2.302585092994046,SkMel,1,1,0.9995972653423403
3.2188758248682006,-2.3025850929940455,4.605170185988092,PIG3V,0,1,0.0031348206630195923
0,3.2188758248682006,2.302585092994046,PIG3V,0,1,0.9954424438084888
3.2188758248682006,0,4.605170185988092,SkMel,1,0,0.635576426031462
-2.3025850929940455,-2.3025850929940455,3.2188758248682006,SkMel,1,0,0.06450360298833531
2.302585092994046,0,-2.3025850929940455,PIG3V,0,0,0.9998947253956789
-2.3025850929940455,0,0,PIG3V,0,0,0.997778017720709
-2.3025850929940455,-2.3025850929940455,2.302585092994046,SkMel,0,0,0.6287363766363416
3.2188758248682006,0,-2.3025850929940455,PIG3V,0,1,0.9997098480805734
4.605170185988092,4.605170185988092,3.2188758248682006,PIG3V,1,1,0.9998859882029563
4.605170185988092,4.605170185988092,0,SkMel,1,0,0.9997998902284021
0,4.605170185988092,-2.3025850929940455,SkMel,1,1,0.4041024052960885
0,0,0,PIG3V,1,1,0.9881841962770872
0,-2.3025850929940455,-2.3025850929940455,PIG3V,1,1,0.9999995796447168
-2.3025850929940455,-2.3025850929940455,0,PIG3V,0,1,0.9999207233281702
0,2.302585092994046,3.2188758248682006,PIG3V,0,1,0.991306930763829
4.605170185988092,-2.3025850929940455,4.605170185988092,SkMel,1,1,0.42775142942933936
2.302585092994046,3.2188758248682006,3.2188758248682006,PIG3V,0,1,0.9969469423310888
0,2.302585092994046,0,SkMel,0,1,0.9669369005478434
-2.3025850929940455,-2.3025850929940455,2.302585092994046,SkMel,1,1,0.2838642731883691
4.605170185988092,3.2188758248682006,-2.3025850929940455,PIG3V,1,1,0.8755545290621489
2.302585092994046,4.605170185988092,4.605170185988092,PIG3V,0,0,0.9999504740761941
0,4.605170185988092,2.302585092994046,SkMel,1,1,0.9984585889077539
2.302585092994046,2.302585092994046,4.605170185988092,PIG3V,1,0,0.8968290848385113
3.2188758248682006,2.302585092994046,4.605170185988092,SkMel,0,1,0.9999743955037127
4.605170185988092,0,-2.3025850929940455,SkMel,1,0,0.9999998207369319
2.302585092994046,0,0,PIG3V,0,0,0.9932297689988976
0,0,-2.3025850929940455,PIG3V,0,0,0.9995176332475143
3.2188758248682006,3.2188758248682006,4.605170185988092,PIG3V,0,0,0.9989573115495679
3.2188758248682006,-2.3025850929940455,0,PIG3V,0,0,0.9964400914349457
-2.3025850929940455,0,3.2188758248682006,SkMel,0,0,0.6872308532784392
0,3.2188758248682006,0,PIG3V,1,0,0.8453808466845254
2.302585092994046,0,0,PIG3V,0,1,0.9992341260940341
-2.3025850929940455,0,-2.3025850929940455,PIG3V,1,1,0.9995809094770249
4.605170185988092,-2.3025850929940455,-2.3025850929940455,PIG3V,0,1,0.999999752399394
2.302585092994046,-2.3025850929940455,0,PIG3V,0,0,0.9995509532635091
3.2188758248682006,2.302585092994046,4.605170185988092,SkMel,0,0,0.9998541810706407
2.302585092994046,-2.3025850929940455,4.605170185988092,PIG3V,1,1,2.697943927791655e-4
4.605170185988092,0,0,SkMel,0,0,0.9999993949786655
4.605170185988092,0,-2.3025850929940455,PIG3V,0,1,0.9992395030917891
2.302585092994046,4.605170185988092,4.605170185988092,SkMel,0,0,0.9999984085385379
0,0,-2.3025850929940455,SkMel,0,0,0.9995941018430013
3.2188758248682006,-2.3025850929940455,0,SkMel,0,0,0.9999677324218301
3.2188758248682006,2.302585092994046,0,PIG3V,0,1,0.969097894568678
-2.3025850929940455,0,2.302585092994046,SkMel,1,0,0.046427924807114114
2.302585092994046,-2.3025850929940455,0,SkMel,0,0,0.9999932923977948
0,-2.3025850929940455,0,PIG3V,1,1,0.9993994826866026
0,4.605170185988092,-2.3025850929940455,PIG3V,1,0,0.2876542824139931
3.2188758248682006,0,3.2188758248682006,PIG3V,0,1,0.4876235537044817
-2.3025850929940455,4.605170185988092,4.605170185988092,PIG3V,0,1,0.999993142811696
-2.3025850929940455,3.2188758248682006,0,PIG3V,1,1,0.9302380852690194
2.302585092994046,-2.3025850929940455,-2.3025850929940455,PIG3V,1,0,0.9999993428204283
4.605170185988092,0,3.2188758248682006,SkMel,0,1,0.9997984807339453
0,-2.3025850929940455,3.2188758248682006,PIG3V,1,1,0.409337027298496
0,0,0,PIG3V,1,1,0.9989846212847394
3.2188758248682006,0,0,PIG3V,0,0,0.9870320783159419
3.2188758248682006,-2.3025850929940455,3.2188758248682006,PIG3V,1,0,0.14518874895407494
0,3.2188758248682006,2.302585092994046,SkMel,0,0,0.9925173647180786
3.2188758248682006,-2.3025850929940455,2.302585092994046,SkMel,1,1,0.9957821732438907
4.605170185988092,4.605170185988092,2.302585092994046,SkMel,1,1,0.9999986085587734
2.302585092994046,-2.3025850929940455,4.605170185988092,SkMel,0,0,0.6040295595028516
2.302585092994046,0,0,SkMel,1,1,0.9992361319238507
-2.3025850929940455,3.2188758248682006,3.2188758248682006,SkMel,1,1,0.9435944450551762
0,0,4.605170185988092,PIG3V,1,0,0.37904447853448847
-2.3025850929940455,4.605170185988092,2.302585092994046,PIG3V,0,1,0.9964527829921469
-2.3025850929940455,-2.3025850929940455,2.302585092994046,PIG3V,1,1,0.904502659789236
-2.3025850929940455,4.605170185988092,0,SkMel,1,0,0.6746048876639941
0,-2.3025850929940455,-2.3025850929940455,SkMel,1,1,0.9999991664855459
4.605170185988092,4.605170185988092,4.605170185988092,SkMel,0,1,0.9999999897738269
0,2.302585092994046,-2.3025850929940455,SkMel,1,0,0.9383157846086154
0,4.605170185988092,4.605170185988092,SkMel,0,1,0.9999542305229809
3.2188758248682006,-2.3025850929940455,0,SkMel,0,1,0.9999975018308714
-2.3025850929940455,3.2188758248682006,4.605170185988092,PIG3V,1,1,0.9998609972379733
3.2188758248682006,3.2188758248682006,2.302585092994046,SkMel,0,1,0.9999657669258735
2.302585092994046,0,3.2188758248682006,SkMel,1,0,0.9986957566752199
3.2188758248682006,3.2188758248682006,2.302585092994046,PIG3V,1,1,0.775079293135958
3.2188758248682006,3.2188758248682006,0,SkMel,1,0,0.9984016062150924
3.2188758248682006,3.2188758248682006,3.2188758248682006,SkMel,0,1,0.9999851165565681
3.2188758248682006,0,0,PIG3V,1,1,0.9873216617122906
0,0,4.605170185988092,SkMel,0,1,0.30003676090562287
0,-2.3025850929940455,-2.3025850929940455,SkMel,1,0,0.9999999762320059
0,-2.3025850929940455,3.2188758248682006,PIG3V,0,0,0.7321204295486518
2.302585092994046,0,0,SkMel,1,0,0.9981069895737303
4.605170185988092,0,2.302585092994046,SkMel,0,0,0.9999855067928117
0,3.2188758248682006,-2.3025850929940455,SkMel,0,0,0.6718527425931887
2.302585092994046,2.302585092994046,0,SkMel,1,1,0.9993398329355484
0,2.302585092994046,-2.3025850929940455,SkMel,0,0,0.9790078423564148
0,0,3.2188758248682006,PIG3V,1,1,0.8054843353693636
-2.3025850929940455,0,-2.3025850929940455,PIG3V,1,1,0.9999934453838567
4.605170185988092,0,4.605170185988092,SkMel,1,1,0.9874513941053746
0,0,2.302585092994046,SkMel,0,0,0.995209813003883
0,2.302585092994046,4.605170185988092,PIG3V,0,0,0.9996052342466243
-2.3025850929940455,4.605170185988092,0,PIG3V,0,1,0.9885033458636177
3.2188758248682006,4.605170185988092,2.302585092994046,SkMel,1,0,0.9999737842537748
0,0,0,SkMel,1,1,0.9941523259932924
4.605170185988092,4.605170185988092,0,PIG3V,0,0,0.5416583585682225
2.302585092994046,0,0,SkMel,0,0,0.9998864407887486
3.2188758248682006,-2.3025850929940455,-2.3025850929940455,SkMel,0,0,0.9999999950092529
0,0,4.605170185988092,SkMel,1,1,0.029638379111337196
-2.3025850929940455,2.302585092994046,3.2188758248682006,SkMel,1,1,0.9556827685595716
0,4.605170185988092,-2.3025850929940455,SkMel,0,1,0.02300404050816906
3.2188758248682006,-2.3025850929940455,4.605170185988092,SkMel,0,0,0.29214524521143687
-2.3025850929940455,2.302585092994046,0,PIG3V,0,0,0.9779219571430877
0,-2.3025850929940455,-2.3025850929940455,SkMel,1,0,0.9999993446645306
2.302585092994046,3.2188758248682006,2.302585092994046,PIG3V,1,1,0.9934164944569414
-2.3025850929940455,-2.3025850929940455,2.302585092994046,PIG3V,1,0,0.8988506770202102
4.605170185988092,4.605170185988092,0,SkMel,0,1,0.9982902097675407
0,0,0,SkMel,0,1,0.9922130940179462
0,2.302585092994046,0,PIG3V,0,0,0.9844788421739117
0,4.605170185988092,4.605170185988092,PIG3V,1,1,0.9999876384198819
0,0,2.302585092994046,PIG3V,0,1,0.994844750497708
-2.3025850929940455,0,-2.3025850929940455,SkMel,1,1,0.9960473071654145
0,3.2188758248682006,0,PIG3V,1,0,0.9338412866204171
0,-2.3025850929940455,3.2188758248682006,SkMel,1,1,0.1894733412849264
4.605170185988092,0,0,SkMel,0,1,0.9999921681297632
2.302585092994046,-2.3025850929940455,3.2188758248682006,SkMel,0,1,0.8130690433390129
0,2.302585092994046,0,SkMel,0,0,0.926247425709406
-2.3025850929940455,3.2188758248682006,-2.3025850929940455,PIG3V,1,0,0.8687106138073561
-2.3025850929940455,0,0,SkMel,1,1,0.8661587115924613
0,0,-2.3025850929940455,PIG3V,0,0,0.9997783592986119
0,3.2188758248682006,2.302585092994046,PIG3V,0,1,0.9719676611641402
2.302585092994046,3.2188758248682006,0,SkMel,0,0,0.9980592704230663
2.302585092994046,0,0,SkMel,0,1,0.9999372187585017
3.2188758248682006,2.302585092994046,3.2188758248682006,PIG3V,0,1,0.9885884824536528
3.2188758248682006,4.605170185988092,3.2188758248682006,PIG3V,1,0,0.9979309689717438
-2.3025850929940455,3.2188758248682006,0,SkMel,1,0,0.7670825382365275
3.2188758248682006,4.605170185988092,-2.3025850929940455,SkMel,1,0,0.9205116555326073
2.302585092994046,2.302585092994046,0,PIG3V,1,0,0.9788573457397318
4.605170185988092,0,2.302585092994046,PIG3V,1,1,0.5791489886383008
0,3.2188758248682006,2.302585092994046,SkMel,1,0,0.9938047859373342
2.302585092994046,3.2188758248682006,0,PIG3V,1,0,0.9489015313578616
3.2188758248682006,4.605170185988092,2.302585092994046,PIG3V,1,0,0.989018299735091
4.605170185988092,4.605170185988092,3.2188758248682006,SkMel,1,0,0.9999996084717085
0,0,0,PIG3V,0,1,0.9982749810389857
0,-2.3025850929940455,2.302585092994046,SkMel,0,0,0.9516173200838624
4.605170185988092,0,4.605170185988092,PIG3V,0,1,0.6837756441345145
4.605170185988092,2.302585092994046,0,SkMel,0,1,0.9999744946413119
3.2188758248682006,0,3.2188758248682006,PIG3V,1,0,0.5899699803732048
-2.3025850929940455,0,0,SkMel,1,1,0.9642333668933382
4.605170185988092,0,0,PIG3V,0,1,0.993575218113457
-2.3025850929940455,4.605170185988092,4.605170185988092,PIG3V,0,0,0.9999460738895277
0,2.302585092994046,2.302585092994046,SkMel,1,1,0.9923348728860697
-2.3025850929940455,-2.3025850929940455,4.605170185988092,SkMel,1,0,6.215890586453071e-4
4.605170185988092,-2.3025850929940455,0,SkMel,1,0,0.9999988335830999
2.302585092994046,4.605170185988092,-2.3025850929940455,SkMel,0,1,0.7882715156628382
-2.3025850929940455,-2.3025850929940455,0,SkMel,0,0,0.9962676008787222
3.2188758248682006,0,0,PIG3V,1,1,0.9979853739840718
0,0,3.2188758248682006,SkMel,0,0,0.7614781090516497
0,-2.3025850929940455,3.2188758248682006,PIG3V,0,1,0.4151136046893447
0,2.302585092994046,0,SkMel,1,1,0.9759110837521288
0,2.302585092994046,-2.3025850929940455,SkMel,0,1,0.9959154671784313
2.302585092994046,0,4.605170185988092,SkMel,0,1,0.9934826860613052
3.2188758248682006,4.605170185988092,0,SkMel,1,1,0.9994658844173133
0,0,-2.3025850929940455,PIG3V,1,1,0.9998075127073509
4.605170185988092,-2.3025850929940455,0,PIG3V,1,1,0.9979276670368717
0,-2.3025850929940455,2.302585092994046,PIG3V,1,0,0.8149212867552734
2.302585092994046,0,2.302585092994046,SkMel,0,0,0.9987653251995036
2.302585092994046,4.605170185988092,3.2188758248682006,SkMel,0,1,0.9999160884653804
0,3.2188758248682006,-2.3025850929940455,PIG3V,0,1,0.7468689779105746
0,-2.3025850929940455,4.605170185988092,SkMel,1,0,2.3561996252776952e-4
-2.3025850929940455,3.2188758248682006,0,PIG3V,1,0,0.9952722213884415
